init_node,term_node,flow,travel time
1,547,4989.130000000018,0.03450733416377373
2,548,6719.410000000012,0.03450855751773222
3,549,10095.530000000035,0.034515755537252085
4,550,9444.620000000032,0.034513659826094285
5,551,17223.819999999945,0.03458267401441868
6,552,6446.030000000017,0.03450828848492175
7,553,9884.280000000002,0.03451502915624211
8,554,9252.30000000002,0.03451311791784469
9,555,6699.450000000014,0.034508536727778726
10,556,13823.65000000001,0.034538282272060634
11,557,10551.06000000003,0.034517484630821736
12,558,6985.780000000005,0.034508853216605316
13,559,9401.480000000018,0.03451353534825406
14,560,14763.69000000002,0.034547759516381636
15,561,8934.720000000012,0.034512294130082555
16,562,10301.010000000011,0.03451650720910904
17,563,9098.550000000017,0.034512708318437155
18,564,9300.74000000003,0.03451325126921783
19,565,2624.610000000011,0.03450684091045096
20,566,7707.950000000007,0.03450984320147154
21,567,4696.170000000013,0.03450721932464645
22,568,3370.8200000000115,0.0345069113056982
23,569,12667.830000000034,0.034529001588883536
24,570,6010.920000000011,0.034507925483005804
25,571,5993.210000000014,0.0345079122774486
26,572,12936.830000000016,0.034530948304023014
27,573,7749.490000000013,0.03450990933588273
28,574,8700.360000000022,0.034511739966937294
29,575,14581.240000000016,0.034545772025963144
30,576,5416.970000000008,0.03450754233659695
31,577,7838.860000000011,0.0345100552682514
32,578,7900.650000000011,0.034510159127138916
33,579,4727.450000000008,0.034507230608825774
34,580,6460.140000000004,0.03450830156061824
35,581,5145.610000000008,0.03450740439744117
36,582,6100.870000000011,0.03450799437920623
37,583,1148.8099999999972,0.03450680150164744
38,584,2228.480000000002,0.034506821262293715
39,585,6737.86000000001,0.03450857690038604
40,586,1866.6599999999987,0.034506810467332866
41,587,8069.740000000007,0.03451045606004283
42,588,2120.7000000000035,0.034506817437816195
43,589,5257.640000000012,0.034507458777159807
44,590,7128.540000000008,0.03450902626835716
45,591,6238.190000000012,0.03450810559820016
46,592,6568.32000000001,0.03450840469449072
47,593,2892.1600000000108,0.034506860320427574
48,594,4978.0700000000115,0.034507329442922285
49,595,3495.5800000000104,0.034506928721808695
50,596,4758.0000000000055,0.03450724184800744
51,597,1577.2999999999981,0.034506805336203254
52,598,2041.2799999999975,0.03450681496874783
53,599,4665.330000000021,0.034507208417765764
54,600,1259.8699999999978,0.03450680217209137
55,601,1778.4199999999978,0.034506808624074216
56,602,4297.130000000012,0.0345070939605965
57,603,1646.849999999999,0.03450680634149022
58,604,5962.500000000007,0.034507889654252874
59,605,5225.800000000015,0.034507442963453774
60,606,5148.460000000012,0.03450740573758497
61,607,5264.460000000007,0.034507462201973774
62,608,5472.50000000001,0.03450757324697733
63,609,3718.9200000000096,0.03450696490829229
64,610,9104.310000000023,0.034512723294117725
65,611,3468.0900000000097,0.034506924720139276
66,612,6193.3500000000095,0.03450806846253531
67,613,3858.5900000000056,0.034506991112761454
68,614,6526.750000000023,0.034508364454948794
69,615,6270.570000000012,0.034508132917382
70,616,4480.420000000015,0.03450714741619449
71,617,3979.9200000000083,0.03450701630796913
72,618,7296.660000000015,0.03450924383336737
73,619,7675.900000000014,0.034509792901216946
74,620,2642.720000000009,0.0345068420513319
75,621,2685.230000000011,0.03450684482301981
76,622,5958.850000000016,0.034507886988533826
77,623,7998.54000000001,0.03451032872678576
78,624,6831.440000000019,0.034508677691253514
79,625,3838.3300000000086,0.03450698713041975
80,626,10315.780000000019,0.03451656300330384
81,627,8352.050000000012,0.03451099514998565
82,628,5765.210000000009,0.03450775243572073
83,629,4294.910000000009,0.03450709335359883
84,630,6438.080000000012,0.034508281155398605
85,631,13283.460000000023,0.03453364231689889
86,632,5293.370000000007,0.0345074768682715
87,633,5977.540000000011,0.034507900690235925
88,634,4579.160000000006,0.03450717906913459
89,635,2370.390000000005,0.03450682721788503
90,636,2212.5500000000065,0.034506820660818636
91,637,7079.220000000008,0.03450896529357007
92,638,1746.4999999999995,0.034506808021387746
93,639,4363.860000000004,0.03450711264996687
94,640,471.01999999999947,0.034506800042435816
95,641,2752.810000000009,0.034506849508537704
96,642,587.4099999999991,0.034506800102645646
97,643,6304.830000000016,0.03450816228719359
98,644,8436.920000000015,0.03451116828408562
99,645,4527.160000000006,0.03450716214169074
100,646,3592.630000000005,0.034506943623371866
101,647,3144.7100000000073,0.0345068843135852
102,648,3681.720000000005,0.034506958408388876
103,649,1743.1299999999985,0.03450680795965528
104,650,3100.180000000003,0.03450687963844855
105,651,983.6299999999997,0.034506800807053296
106,652,3859.9100000000053,0.0345069913744097
107,653,3630.970000000009,0.034506949853121104
108,654,3769.100000000005,0.03450697399060188
109,655,3028.100000000004,0.03450687248631181
110,656,5660.6000000000095,0.03450768516659967
111,657,5463.480000000009,0.03450756816157744
112,658,3659.2300000000046,0.03450695457312293
113,659,3784.7300000000055,0.034506976894675426
114,660,2147.449999999997,0.03450681833442917
115,661,4043.610000000006,0.03450703049005823
116,662,2374.710000000006,0.03450682741684485
117,663,824.0799999999991,0.034506800397605744
118,664,4286.0700000000015,0.034507090945864585
119,665,1278.8699999999992,0.03450680230611388
120,666,1507.3699999999985,0.03450680445096952
121,667,3785.8200000000056,0.03450697709854573
122,668,1943.7299999999975,0.03450681230605639
123,669,4281.930000000007,0.03450708982337073
124,670,1800.8499999999985,0.03450680906745295
125,671,2224.1500000000055,0.03450682109752176
126,672,507.28999999999934,0.0345068000570953
127,673,2137.8200000000043,0.03450681800775996
128,674,864.1499999999994,0.03450680048076372
129,675,3848.7500000000064,0.0345069891707378
130,676,2993.410000000006,0.03450686922133498
131,677,5005.800000000007,0.03450734133876261
132,678,3968.5000000000073,0.03450701383593435
133,679,5192.120000000008,0.03450742654754876
134,680,3356.650000000006,0.034506909445872515
135,681,5479.750000000014,0.03450757735273579
136,682,6391.220000000009,0.034508238501167764
137,683,2348.410000000006,0.03450682622230317
138,684,1466.5899999999979,0.03450680398850397
139,685,1631.5399999999984,0.034506806108942724
140,686,1097.2299999999984,0.03450680124958512
141,687,5293.440000000011,0.03450747690407608
142,688,5106.130000000005,0.03450738606072811
143,689,4074.250000000006,0.034507037555914104
144,690,3079.560000000009,0.034506877540720134
145,691,7191.34000000001,0.03450910576179633
146,692,6930.250000000004,0.034508788706788
147,693,6262.200000000008,0.03450812581486936
148,694,6643.950000000006,0.0345084798889439
149,695,4165.680000000007,0.03450705960841804
150,696,1467.4999999999993,0.034506803998412446
151,697,1718.3299999999972,0.034506807516253866
152,698,2461.4000000000046,0.034506831644915116
153,699,4432.800000000005,0.03450713287999683
154,700,5126.120000000006,0.03450739529224427
155,701,4469.100000000007,0.034507143918422425
156,702,4347.700000000006,0.03450710804447731
157,703,5850.4000000000115,0.03450780999073926
158,704,6246.5500000000075,0.03450811261097885
159,705,4582.5700000000115,0.03450718019953436
160,706,5079.87000000001,0.03450737409735141
161,707,1761.7999999999993,0.03450680830618448
162,708,642.6999999999992,0.03450680014709854
163,709,417.9299999999994,0.03450680002630204
164,710,2482.860000000003,0.03450683276303136
165,711,461.77999999999986,0.03450680003920267
166,712,2412.9800000000046,0.034506829227390304
167,713,1155.6200000000001,0.0345068015375716
168,714,264.03999999999996,0.034506800004190395
169,715,559.0899999999993,0.034506800084236844
170,716,5259.080000000008,0.034507459499178744
171,717,1094.6899999999991,0.034506801238054476
172,718,3031.3300000000045,0.03450687279608449
173,719,605.1099999999994,0.03450680011558793
174,720,331.34000000000003,0.034506800010391324
175,721,1238.689999999999,0.034506802029671144
176,722,808.6199999999999,0.03450680036859809
177,723,420.7299999999996,0.03450680002701401
178,724,2566.0300000000066,0.03450683737851712
179,725,1755.8699999999983,0.03450680819491749
180,726,298.39000000000004,0.03450680000683459
181,727,646.9699999999989,0.03450680015104687
182,728,2277.010000000006,0.034506823175808936
183,729,1200.8199999999988,0.03450680179261407
184,730,1465.929999999999,0.03450680398132913
185,731,949.579999999999,0.03450680070097316
186,732,465.5199999999999,0.03450680004048821
187,733,939.1599999999995,0.03450680067070803
188,734,3028.510000000005,0.034506872525577915
189,735,3603.240000000002,0.034506945327535954
190,736,4935.73000000001,0.03450731165912951
191,737,3814.1600000000058,0.03450698246130605
192,738,1246.0699999999997,0.03450680207847551
193,739,153.89999999999998,0.03450680000048366
194,740,1290.2299999999998,0.03450680238915152
195,741,898.8999999999999,0.0345068005628863
196,742,726.6100000000001,0.03450680024031487
197,743,736.4399999999996,0.03450680025358563
198,744,2458.04,0.034506831472477656
199,745,2992.59,0.03450686914551753
200,746,2581.7000000000007,0.03450683829995371
201,747,1119.27,0.03450680135305237
202,748,1663.5299999999993,0.034506806602337174
203,749,1544.79,0.0345068049096773
204,750,1974.159999999999,0.03450681309497104
205,751,2040.2299999999987,0.03450681493797289
206,752,708.4,0.03450680021711477
207,753,2007.8499999999995,0.034506814012002625
208,754,1498.4399999999987,0.03450680434642892
209,755,4461.609999999999,0.034507141618648006
210,756,6121.120000000003,0.03450801031586032
211,757,2102.2800000000016,0.03450681683981766
212,758,502.1199999999999,0.03450680005480312
213,759,126.52000000000002,0.03450680000022091
214,760,1431.5499999999995,0.03450680362077248
215,761,206.37999999999994,0.03450680000156404
216,762,1295.569999999999,0.03450680242895061
217,763,1746.8999999999992,0.03450680802873881
218,764,1363.279999999999,0.034506802977936304
219,765,4045.680000000002,0.03450703096238956
220,766,4393.470000000001,0.03450712122239145
221,767,2514.0700000000024,0.03450683444170265
222,768,2874.950000000002,0.03450685889742856
223,769,857.32,0.034506800465743684
224,770,1427.0699999999981,0.034506803575660334
225,771,1073.8499999999995,0.034506801146435534
226,772,2127.050000000001,0.034506817647611945
227,773,1039.2599999999993,0.03450680100570822
228,774,2222.680000000002,0.03450682104180138
229,775,2353.000000000002,0.03450682642791241
230,776,3012.1500000000055,0.03450687097109908
231,777,3206.5300000000016,0.034506891141543684
232,778,3918.5400000000122,0.034507003269532086
233,779,4034.170000000009,0.03450702834522365
234,780,946.6499999999997,0.0345068006923615
235,781,242.09999999999997,0.034506800002961795
236,782,372.75999999999993,0.03450680001664533
237,783,818.4700000000001,0.03450680038688885
238,784,302.22000000000014,0.034506800007192306
239,785,536.33,0.03450680007133514
240,786,339.31999999999994,0.03450680001142913
241,787,1210.3499999999992,0.034506801850201586
242,788,365.56,0.03450680001539607
243,789,617.4300000000001,0.034506800125292794
244,790,1914.59,0.03450681158452671
245,791,907.9600000000002,0.034506800585924986
246,792,1198.45,0.03450680177850393
247,793,1054.2499999999995,0.03450680106499996
248,794,377.99,0.03450680001759935
249,795,2428.980000000001,0.0345068300103393
250,796,614.4599999999998,0.03450680012289937
251,797,284.22,0.03450680000562593
252,798,661.4299999999997,0.03450680016501017
253,799,1412.14,0.03450680342835804
254,800,931.1299999999999,0.03450680064806181
255,801,303.35999999999996,0.03450680000730144
256,802,488.3500000000002,0.034506800049034295
257,803,1509.2999999999995,0.034506804473808994
258,804,1721.65,0.0345068075745113
259,805,3051.780000000002,0.034506874780444126
260,806,1552.799999999999,0.03450680501230211
261,807,1279.6499999999994,0.034506802311745154
262,808,1412.7099999999996,0.03450680343389671
263,809,952.3499999999993,0.0345068007091882
264,810,343.11999999999955,0.034506800011949765
265,811,127.68000000000005,0.03450680000022912
266,812,136.32000000000008,0.03450680000029773
267,813,3204.090000000005,0.03450689086444456
268,814,1973.3799999999992,0.03450681307428776
269,815,1385.0199999999995,0.03450680317248319
270,816,1044.269999999999,0.03450680102524192
271,817,470.36999999999966,0.034506800042202065
272,818,579.33,0.03450680009711341
273,819,1450.959999999999,0.03450680382117485
274,820,198.0999999999999,0.03450680000132775
275,821,1335.309999999998,0.034506802740965424
